CROP_TYPE,SOIL_TYPE,REGION,Humidity,soilmiosture,Temperature,WEATHER_CONDITION,WATER_REQUIREMENT
MELON,WET,SEMI ARID,94.26765349,175,31.91,SUNNY,5.56
MELON,WET,SEMI ARID,92.09688432,175,31.9,WINDY,5.06
MELON,WET,SEMI ARID,90.97685539,176,31.88,RAINY,0.2
MELON,WET,SEMI ARID,90.73891887,176,31.84,NORMAL,5.06
MELON,WET,SEMI ARID,94.79453182,176,31.82,SUNNY,6.56
MELON,WET,SEMI ARID,90.38971208,175,31.76,WINDY,606
MELON,WET,SEMI ARID,91.21322065,176,31.7,RAINY,0.3
MELON,WET,SEMI ARID,94.30111601,176,31.64,NORMAL,6.06
MELON,WET,SEMI ARID,91.66737633,176,31.57,SUNNY,7.56
MELON,WET,SEMI ARID,94.16748386,175,31.5,WINDY,7.06
MELON,WET,SEMI ARID,92.58862544,175,31.43,RAINY,0.5
MELON,WET,SEMI HUMID,92.86798698,176,31.35,NORMAL,2.34
MELON,WET,SEMI HUMID,93.92217834,176,31.28,SUNNY,3.84
MELON,WET,SEMI HUMID,93.61870344,176,31.21,WINDY,3.34
MELON,WET,SEMI HUMID,92.43510994,176,31.14,RAINY,0.1
MELON,WET,SEMI HUMID,92.91440379,175,31.07,NORMAL,3.34
MELON,WET,SEMI HUMID,92.12543021,176,31,SUNNY,4.84
MELON,WET,SEMI HUMID,90.10051615,175,30.97,WINDY,4.34
MELON,WET,SEMI HUMID,90.36881284,176,30.9,RAINY,0.1
MELON,WET,SEMI HUMID,90.93897939,174,30.84,NORMAL,4.34
MELON,WET,SEMI HUMID,92.92367701,176,30.78,SUNNY,5.84
MELON,WET,SEMI HUMID,94.29753295,177,30.71,WINDY,5.34
MELON,WET,SEMI HUMID,90.78413842,176,30.65,RAINY,0.2
MELON,WET,SEMI HUMID,93.88482153,176,30.6,NORMAL,5.34
MELON,WET,SEMI HUMID,91.33617236,175,30.54,SUNNY,6.84
MELON,WET,SEMI HUMID,90.69759008,176,30.49,WINDY,6.34
MELON,WET,SEMI HUMID,90.75284363,176,30.44,RAINY,0.3
MELON,WET,HUMID,90.02696201,175,30.39,NORMAL,1.44
MELON,WET,HUMID,90.70937262,175,30.34,SUNNY,3
MELON,WET,HUMID,93.76312893,176,30.29,WINDY,2.5
MELON,WET,HUMID,91.72742702,175,30.26,RAINY,0.1
MELON,WET,HUMID,94.86907886,175,30.22,NORMAL,2.44
MELON,WET,HUMID,91.60666594,175,30.18,SUNNY,4
MELON,WET,HUMID,91.82172592,175,30.14,WINDY,3.5
MELON,WET,HUMID,90.56698742,175,30.09,RAINY,0.1
MELON,WET,HUMID,92.00687531,176,30.06,NORMAL,3.44
MELON,WET,HUMID,94.30759855,176,30.01,SUNNY,5
MELON,WET,HUMID,90.97015715,175,29.98,WINDY,4.5
MELON,WET,HUMID,92.91778307,176,29.94,RAINY,0.1
MELON,WET,HUMID,91.78336933,175,29.9,NORMAL,4.44
MELON,WET,HUMID,90.53330091,176,29.87,SUNNY,6
MELON,WET,HUMID,94.87679041,175,29.83,WINDY,5.5
MELON,WET,HUMID,94.72981338,176,29.81,RAINY,0.2
MAIZE,DRY,DESERT,92.51054946,174,29.78,NORMAL,6.12
MAIZE,DRY,DESERT,91.52291141,176,29.74,SUNNY,7.62
MAIZE,DRY,DESERT,93.56161439,173,29.71,WINDY,7.12
MAIZE,DRY,DESERT,92.12534736,176,29.68,RAINY,0.5
MAIZE,DRY,DESERT,92.17444796,176,29.65,NORMAL,7.12
MAIZE,DRY,DESERT,91.07574233,176,29.62,SUNNY,8.62
MAIZE,DRY,DESERT,90.77069618,175,29.59,WINDY,8.12
MAIZE,DRY,DESERT,90.14362622,176,29.56,RAINY,0.8
MAIZE,DRY,DESERT,90.80015308,176,29.53,NORMAL,8.12
MAIZE,DRY,DESERT,90.79007335,176,29.5,SUNNY,9.62
MAIZE,DRY,DESERT,93.22980899,174,29.48,WINDY,9.12
MAIZE,DRY,DESERT,93.90741192,174,29.45,RAINY,0.12
MAIZE,DRY,DESERT,91.47355778,174,29.44,NORMAL,9.12
MAIZE,DRY,DESERT,94.0371147,175,29.42,SUNNY,10.62
MAIZE,DRY,DESERT,92.91185695,176,29.39,WINDY,10.12
MAIZE,DRY,DESERT,94.65343534,176,29.37,RAINY,1.12
MAIZE,DRY,SEMI ARID,92.86597437,174,29.35,NORMAL,5.58
MAIZE,DRY,SEMI ARID,90.33698678,175,29.33,SUNNY,7.08
MAIZE,DRY,SEMI ARID,94.96218673,176,29.31,WINDY,6.58
MAIZE,DRY,SEMI ARID,94.81637388,175,29.29,RAINY,0.3
MAIZE,DRY,SEMI ARID,93.12603235,176,29.27,NORMAL,6.58
MAIZE,DRY,SEMI ARID,91.89216849,175,29.25,SUNNY,8.08
MAIZE,DRY,SEMI ARID,93.42402083,175,29.23,WINDY,7.58
MAIZE,DRY,SEMI ARID,90.84660317,175,29.21,RAINY,0.5
MAIZE,DRY,SEMI ARID,91.14849627,176,29.2,NORMAL,7.58
MAIZE,DRY,SEMI ARID,90.71832938,176,29.18,SUNNY,9.08
MAIZE,DRY,SEMI ARID,92.48839665,175,29.16,WINDY,8.58
MAIZE,DRY,SEMI ARID,94.19790371,176,29.14,RAINY,0.8
MAIZE,DRY,SEMI ARID,90.01506395,175,29.12,NORMAL,8.58
MAIZE,DRY,SEMI ARID,91.91533173,174,29.1,SUNNY,10.08
MAIZE,DRY,SEMI ARID,92.50969311,175,29.08,WINDY,9.58
MAIZE,DRY,SEMI ARID,91.39356832,173,29.06,RAINY,0.58
MAIZE,DRY,SEMI HUMID,91.64193051,176,29.04,NORMAL,4.86
MAIZE,DRY,SEMI HUMID,91.79742953,176,29.03,SUNNY,6.36
MAIZE,DRY,SEMI HUMID,90.60932469,175,29.01,WINDY,5.86
MAIZE,DRY,SEMI HUMID,90.45773041,176,28.99,RAINY,0.2
MAIZE,DRY,SEMI HUMID,91.46241065,176,28.98,NORMAL,5.86
MAIZE,DRY,SEMI HUMID,92.78226196,176,28.96,SUNNY,7.36
MAIZE,DRY,SEMI HUMID,91.81758779,174,28.94,WINDY,6.86
MAIZE,DRY,SEMI HUMID,94.2911951,174,28.93,RAINY,0.3
MAIZE,DRY,SEMI HUMID,94.5513539,175,28.91,NORMAL,6.86
MAIZE,DRY,SEMI HUMID,94.22253035,174,28.89,SUNNY,8.36
MAIZE,DRY,SEMI HUMID,91.34685096,176,28.88,WINDY,7.86
MAIZE,DRY,SEMI HUMID,94.57459443,176,28.86,RAINY,0.5
MAIZE,DRY,SEMI HUMID,93.46806467,175,28.84,NORMAL,7.86
MAIZE,DRY,SEMI HUMID,94.78993038,175,28.83,SUNNY,9.36
MAIZE,DRY,SEMI HUMID,91.3821731,175,28.81,WINDY,8.86
MAIZE,DRY,SEMI HUMID,91.69532178,175,28.8,RAINY,0.8
MAIZE,DRY,HUMID,79.19732001,176,28.79,NORMAL,3.96
MAIZE,DRY,HUMID,84.86275707,174,28.78,SUNNY,5.46
MAIZE,DRY,HUMID,76.97696717,174,28.76,WINDY,4.96
MAIZE,DRY,HUMID,75.62137159,175,28.75,RAINY,0.1
MAIZE,DRY,HUMID,83.63276077,174,28.74,NORMAL,4.96
MAIZE,DRY,HUMID,81.7358876,176,28.72,SUNNY,6.46
MAIZE,DRY,HUMID,80.53965818,174,28.71,WINDY,5.96
MAIZE,DRY,HUMID,81.30681027,175,28.7,RAINY,0.2
MAIZE,DRY,HUMID,79.29573149,176,28.68,NORMAL,5.96
MAIZE,DRY,HUMID,79.12404171,175,28.67,SUNNY,7.46
MAIZE,DRY,HUMID,83.55546146,175,28.66,WINDY,6.96
MAIZE,DRY,HUMID,83.63488952,176,28.65,RAINY,0.3
MAIZE,DRY,HUMID,75.88298598,175,28.64,NORMAL,6.96
MAIZE,DRY,HUMID,84.84422454,175,28.63,SUNNY,8.46
MAIZE,DRY,HUMID,84.44932014,175,28.62,WINDY,7.96
MAIZE,DRY,HUMID,82.24415809,176,28.6,RAINY,0.5
MAIZE,HUMID,DESERT,81.73049149,175,28.59,NORMAL,4.68
MAIZE,HUMID,DESERT,76.04203958,176,28.58,SUNNY,6.18
MAIZE,HUMID,DESERT,78.17952126,174,28.57,WINDY,5.68
MAIZE,HUMID,DESERT,77.0543546,176,28.56,RAINY,0.2
MAIZE,HUMID,DESERT,81.69105088,175,28.55,NORMAL,5.68
MAIZE,HUMID,DESERT,81.38103349,175,28.54,SUNNY,7.18
MAIZE,HUMID,DESERT,84.62978302,176,28.53,WINDY,6.68
MAIZE,HUMID,DESERT,84.55794703,176,28.52,RAINY,0.3
MAIZE,HUMID,DESERT,82.21276599,174,28.51,NORMAL,6.68
MAIZE,HUMID,DESERT,77.21705554,175,28.5,SUNNY,8.18
MAIZE,HUMID,DESERT,82.5993307,175,28.49,WINDY,7.68
MAIZE,HUMID,DESERT,79.9751579,175,28.48,RAINY,0.5
MAIZE,HUMID,DESERT,83.4630147,176,28.47,NORMAL,7.68
MAIZE,HUMID,DESERT,77.51235009,176,28.46,SUNNY,9.18
MAIZE,HUMID,DESERT,77.43198948,175,28.45,WINDY,8.68
MAIZE,HUMID,DESERT,78.22080815,175,28.44,RAINY,0.8
MAIZE,HUMID,SEMI ARID,84.51591287,175,28.43,NORMAL,4.14
MAIZE,HUMID,SEMI ARID,79.04368718,175,28.42,SUNNY,5.64
MAIZE,HUMID,SEMI ARID,84.47601498,174,28.42,WINDY,5.14
MAIZE,HUMID,SEMI ARID,84.09229796,175,28.41,RAINY,0.2
MAIZE,HUMID,SEMI ARID,79.47270984,174,28.4,NORMAL,5.14
MAIZE,HUMID,SEMI ARID,78.1258666,174,28.39,SUNNY,6.64
MAIZE,HUMID,SEMI ARID,78.02763149,176,28.38,WINDY,6.14
MAIZE,HUMID,SEMI ARID,75.6350708,175,28.38,RAINY,0.3
MAIZE,HUMID,SEMI ARID,84.87668973,175,28.36,NORMAL,6.14
MAIZE,HUMID,SEMI ARID,81.02453404,173,28.36,SUNNY,7.64
MAIZE,HUMID,SEMI ARID,84.61527627,170,28.35,WINDY,7.14
MAIZE,HUMID,SEMI ARID,81.19666206,176,28.34,RAINY,0.5
MAIZE,HUMID,SEMI ARID,76.30050373,175,28.33,NORMAL,7.14
MAIZE,HUMID,SEMI ARID,77.34264002,176,28.32,SUNNY,8.64
MAIZE,HUMID,SEMI ARID,75.68339729,175,28.32,WINDY,8.14
MAIZE,HUMID,SEMI ARID,76.43836957,176,28.31,RAINY,0.8
MAIZE,HUMID,SEMI HUMID,81.31677618,175,28.3,NORMAL,3.42
MAIZE,HUMID,SEMI HUMID,80.30351815,174,28.3,SUNNY,4.92
MAIZE,HUMID,SEMI HUMID,77.07598065,176,28.29,WINDY,4.42
MAIZE,HUMID,SEMI HUMID,76.25674874,175,28.28,RAINY,0.1
MAIZE,HUMID,SEMI HUMID,75.53835214,175,28.27,NORMAL,4.42
MAIZE,HUMID,SEMI HUMID,75.66653335,175,28.26,SUNNY,5.92
MAIZE,HUMID,SEMI HUMID,82.33733678,174,28.26,WINDY,5.42
MAIZE,HUMID,SEMI HUMID,84.14668447,174,28.25,RAINY,0.2
MAIZE,HUMID,SEMI HUMID,75.98203329,176,28.24,NORMAL,5.42
MAIZE,HUMID,SEMI HUMID,80.80343786,176,28.24,SUNNY,6.92
MAIZE,HUMID,SEMI HUMID,75.37170612,174,28.23,WINDY,6.42
MAIZE,HUMID,SEMI HUMID,81.13668716,175,28.22,RAINY,0.3
MAIZE,HUMID,SEMI HUMID,81.79475917,174,28.21,NORMAL,6.42
MAIZE,HUMID,SEMI HUMID,81.53480799,175,28.21,SUNNY,7.92
MAIZE,HUMID,SEMI HUMID,75.00539324,175,28.2,WINDY,7.42
MAIZE,HUMID,SEMI HUMID,77.90621048,176,28.2,RAINY,0.5
MAIZE,HUMID,HUMID,82.8597549,187,28.19,NORMAL,2.52
MAIZE,HUMID,HUMID,82.50257909,241,28.18,SUNNY,4.02
MAIZE,HUMID,HUMID,76.17851932,250,28.18,WINDY,3.52
MAIZE,HUMID,HUMID,76.59175937,234,28.17,RAINY,0.1
MAIZE,HUMID,HUMID,76.53237965,230,28.25,NORMAL,3.52
MAIZE,HUMID,HUMID,83.03878838,231,28.59,SUNNY,5.02
MAIZE,HUMID,HUMID,76.7433897,232,29,WINDY,4.52
MAIZE,HUMID,HUMID,77.91757121,233,29.37,RAINY,0.1
MAIZE,HUMID,HUMID,80.3509046,233,29.64,NORMAL,4.52
MAIZE,HUMID,HUMID,78.71555832,233,29.75,SUNNY,6.02
MAIZE,HUMID,HUMID,80.41198458,232,29.91,WINDY,5.52
MAIZE,HUMID,HUMID,83.91902605,234,30.04,RAINY,0.2
MAIZE,HUMID,HUMID,81.56641891,233,30.12,NORMAL,5.52
MAIZE,HUMID,HUMID,81.97904282,234,30.17,SUNNY,7.02
MAIZE,HUMID,HUMID,80.04662756,234,30.2,WINDY,6.52
MAIZE,HUMID,HUMID,81.69801729,233,30.21,RAINY,0.3
MAIZE,WET,DESERT,76.47039772,234,30.21,NORMAL,3.6
MAIZE,WET,DESERT,76.72621429,233,30.2,SUNNY,5.1
MAIZE,WET,DESERT,76.75768356,233,30.18,WINDY,4.6
MAIZE,WET,DESERT,77.7293114,234,30.15,RAINY,0.1
MAIZE,WET,DESERT,82.44777468,233,30.12,NORMAL,4.6
MAIZE,WET,DESERT,77.85055621,233,30.08,SUNNY,6.1
MAIZE,WET,DESERT,82.82904143,233,30.06,WINDY,5.6
MAIZE,WET,DESERT,78.51206972,233,30.01,RAINY,0.2
MAIZE,WET,DESERT,84.16855231,234,29.97,NORMAL,5.6
MAIZE,WET,DESERT,75.40989245,233,29.92,SUNNY,7.1
MAIZE,WET,DESERT,77.52425987,232,29.87,WINDY,6.6
MAIZE,WET,DESERT,81.83896111,233,29.82,RAINY,0.3
MAIZE,WET,DESERT,80.13456404,233,29.77,NORMAL,6.6
MAIZE,WET,DESERT,82.68738535,234,29.72,SUNNY,8.1
MAIZE,WET,DESERT,78.63388824,234,29.68,WINDY,7.6
MAIZE,WET,DESERT,78.58320116,232,29.63,RAINY,0.5
MAIZE,WET,SEMI ARID,76.11021529,233,29.59,NORMAL,3.06
MAIZE,WET,SEMI ARID,75.39752705,232,29.54,SUNNY,4.56
MAIZE,WET,SEMI ARID,75.77503808,232,29.52,WINDY,4.06
MAIZE,WET,SEMI ARID,83.86129998,234,29.47,RAINY,0.1
MAIZE,WET,SEMI ARID,72.24850829,234,29.43,NORMAL,4.06
MAIZE,WET,SEMI ARID,82.94164078,234,29.39,SUNNY,5.56
MAIZE,WET,SEMI ARID,86.8870535,233,29.35,WINDY,5.06
MAIZE,WET,SEMI ARID,88.16513579,234,29.32,RAINY,0.2
MAIZE,WET,SEMI ARID,72.00460848,232,29.28,NORMAL,5.06
MAIZE,WET,SEMI ARID,72.01364411,232,29.25,SUNNY,6.56
MAIZE,WET,SEMI ARID,85.08640476,234,29.22,WINDY,606
MAIZE,WET,SEMI ARID,88.80391021,233,29.19,RAINY,0.3
MAIZE,WET,SEMI ARID,75.14640198,234,29.16,NORMAL,6.06
MAIZE,WET,SEMI ARID,83.12053888,234,29.13,SUNNY,7.56
MAIZE,WET,SEMI ARID,71.91711523,234,29.11,WINDY,7.06
MAIZE,WET,SEMI ARID,88.36668522,234,29.09,RAINY,0.5
MAIZE,WET,SEMI HUMID,74.68322732,233,29.07,NORMAL,2.34
MAIZE,WET,SEMI HUMID,88.95692783,233,29.04,SUNNY,3.84
MAIZE,WET,SEMI HUMID,70.88259632,234,29.02,WINDY,3.34
MAIZE,WET,SEMI HUMID,79.26861738,233,28.99,RAINY,0.1
MAIZE,WET,SEMI HUMID,71.4509053,234,28.97,NORMAL,3.34
MAIZE,WET,SEMI HUMID,81.86171563,234,28.95,SUNNY,4.84
MAIZE,WET,SEMI HUMID,78.21047693,234,28.93,WINDY,4.34
MAIZE,WET,SEMI HUMID,74.63745355,234,28.91,RAINY,0.1
MAIZE,WET,SEMI HUMID,73.84186449,236,28.89,NORMAL,4.34
MAIZE,WET,SEMI HUMID,72.60512854,233,28.86,SUNNY,5.84
MAIZE,WET,SEMI HUMID,79.78725152,234,28.84,WINDY,5.34
MAIZE,WET,SEMI HUMID,74.99739774,233,28.83,RAINY,0.2
MAIZE,WET,SEMI HUMID,77.62976013,233,28.81,NORMAL,5.34
MAIZE,WET,SEMI HUMID,89.89106506,234,28.79,SUNNY,6.84
MAIZE,WET,SEMI HUMID,80.76238215,234,28.77,WINDY,6.34
MAIZE,WET,SEMI HUMID,84.48235878,232,28.76,RAINY,0.3
MAIZE,WET,HUMID,76.2403666,234,28.74,NORMAL,1.44
MAIZE,WET,HUMID,81.70476368,233,28.72,SUNNY,3
MAIZE,WET,HUMID,78.54340987,234,28.71,WINDY,2.5
MAIZE,WET,HUMID,87.98329901,234,28.69,RAINY,0.1
MAIZE,WET,HUMID,78.53037059,234,28.68,NORMAL,2.44
MAIZE,WET,HUMID,74.09956958,233,28.66,SUNNY,4
MAIZE,WET,HUMID,70.89000744,234,28.65,WINDY,3.5
MAIZE,WET,HUMID,85.72530641,234,28.64,RAINY,0.1
MAIZE,WET,HUMID,83.46409075,233,28.63,NORMAL,3.44
MAIZE,WET,HUMID,81.45139295,234,28.61,SUNNY,5
MAIZE,WET,HUMID,82.85284045,233,28.6,WINDY,4.5
MAIZE,WET,HUMID,71.31342851,234,28.58,RAINY,0.1
MAIZE,WET,HUMID,74.4407048,234,28.57,NORMAL,4.44
MAIZE,WET,HUMID,76.85691248,234,28.55,SUNNY,6
MAIZE,WET,HUMID,77.01222585,234,28.54,WINDY,5.5
MAIZE,WET,HUMID,82.7015932,239,28.52,RAINY,0.2
CITRUS,DRY,DESERT,87.06071115,292,28.51,NORMAL,5.66
CITRUS,DRY,DESERT,78.62697699,290,28.5,SUNNY,7
CITRUS,DRY,DESERT,80.49172597,289,28.49,WINDY,6.5
CITRUS,DRY,DESERT,81.65769588,287,28.48,RAINY,0.2
CITRUS,DRY,DESERT,73.35763537,251,28.47,NORMAL,6.5
CITRUS,DRY,DESERT,83.31240346,220,28.46,SUNNY,8
CITRUS,DRY,DESERT,73.7459581,198,28.45,WINDY,7.5
CITRUS,DRY,DESERT,78.45959697,184,28.44,RAINY,0.5
CITRUS,DRY,DESERT,81.76904006,173,28.43,NORMAL,7
CITRUS,DRY,DESERT,87.88255345,170,28.42,SUNNY,8.5
CITRUS,DRY,DESERT,79.95150917,170,28.41,WINDY,8
CITRUS,DRY,DESERT,87.81661683,170,28.4,RAINY,0.8
CITRUS,DRY,DESERT,80.90424543,170,28.4,NORMAL,8.6
CITRUS,DRY,DESERT,72.97198375,170,28.49,SUNNY,10.1
CITRUS,DRY,DESERT,73.19897535,171,28.7,WINDY,9.6
CITRUS,DRY,DESERT,82.11319791,170,28.84,RAINY,0.6
CITRUS,DRY,SEMI ARID,79.15532398,170,29.16,NORMAL,5.05
CITRUS,DRY,SEMI ARID,88.3313023,170,29.47,SUNNY,6.55
CITRUS,DRY,SEMI ARID,76.44048625,170,29.71,WINDY,6.05
CITRUS,DRY,SEMI ARID,74.27607475,170,29.88,RAINY,0.5
CITRUS,DRY,SEMI ARID,82.09053379,170,30.01,NORMAL,6
CITRUS,DRY,SEMI ARID,83.20630007,170,30.1,SUNNY,7.5
CITRUS,DRY,SEMI ARID,84.09985284,171,30.16,WINDY,7
CITRUS,DRY,SEMI ARID,79.46283115,171,30.2,RAINY,0.5
CITRUS,DRY,SEMI ARID,74.89465426,170,30.22,NORMAL,7.1
CITRUS,DRY,SEMI ARID,86.97061481,170,30.23,SUNNY,8.6
CITRUS,DRY,SEMI ARID,79.47557931,170,30.22,WINDY,8.1
CITRUS,DRY,SEMI ARID,82.09281674,170,30.21,RAINY,0.8
CITRUS,DRY,SEMI ARID,76.66724969,170,30.2,NORMAL,8
CITRUS,DRY,SEMI ARID,89.86454053,170,30.17,SUNNY,9.5
CITRUS,DRY,SEMI ARID,78.00774772,170,30.15,WINDY,9
CITRUS,DRY,SEMI ARID,78.20392774,169,30.12,RAINY,0.8
CITRUS,DRY,SEMI HUMID,81.13449097,170,30.08,NORMAL,4.4
CITRUS,DRY,SEMI HUMID,80.57226761,169,30.05,SUNNY,5.9
CITRUS,DRY,SEMI HUMID,86.20899734,170,30.01,WINDY,5.5
CITRUS,DRY,SEMI HUMID,78.51063754,170,29.97,RAINY,0.2
CITRUS,DRY,SEMI HUMID,71.14782585,170,29.92,NORMAL,5.3
CITRUS,DRY,SEMI HUMID,79.1188943,170,29.88,SUNNY,6.8
CITRUS,DRY,SEMI HUMID,71.23690851,170,29.84,WINDY,6.3
CITRUS,DRY,SEMI HUMID,73.48655995,170,29.8,RAINY,0.3
CITRUS,DRY,SEMI HUMID,77.17331847,169,29.76,NORMAL,6.2
CITRUS,DRY,SEMI HUMID,80.94023552,170,29.74,SUNNY,7.7
CITRUS,DRY,SEMI HUMID,86.84264005,170,29.7,WINDY,7.2
CITRUS,DRY,SEMI HUMID,70.95705996,170,29.66,RAINY,0.5
CITRUS,DRY,SEMI HUMID,79.79609448,170,29.62,NORMAL,7.5
CITRUS,DRY,SEMI HUMID,73.96164569,170,29.58,SUNNY,9
CITRUS,DRY,SEMI HUMID,74.36794079,170,29.55,WINDY,8.5
CITRUS,DRY,SEMI HUMID,75.99987588,170,29.51,RAINY,0.8
CITRUS,DRY,HUMID,73.65346838,170,29.48,NORMAL,3.6
CITRUS,DRY,HUMID,89.05587886,170,29.44,SUNNY,5.1
CITRUS,DRY,HUMID,86.14290267,169,29.41,WINDY,4.6
CITRUS,DRY,HUMID,86.79261344,170,29.38,RAINY,0.1
CITRUS,DRY,HUMID,88.07112278,170,29.35,NORMAL,4.5
CITRUS,DRY,HUMID,81.68688879,169,29.33,SUNNY,6
CITRUS,DRY,HUMID,82.286484,170,29.3,WINDY,5.5
CITRUS,DRY,HUMID,73.81994896,170,29.27,RAINY,0.2
CITRUS,DRY,HUMID,82.00274423,170,29.25,NORMAL,5.6
CITRUS,DRY,HUMID,80.31964408,170,29.22,SUNNY,7.1
CITRUS,DRY,HUMID,82.3207629,170,29.2,WINDY,6.6
CITRUS,DRY,HUMID,80.15836264,169,29.17,RAINY,0.2
CITRUS,DRY,HUMID,81.60487287,170,29.15,NORMAL,6.6
CITRUS,DRY,HUMID,83.37011772,170,29.13,SUNNY,8.1
CITRUS,DRY,HUMID,82.63941394,170,29.11,WINDY,7.6
CITRUS,DRY,HUMID,82.89408619,170,29.08,RAINY,0.5
CITRUS,HUMID,DESERT,83.5352163,170,29.06,NORMAL,4.2
CITRUS,HUMID,DESERT,83.03322691,164,29.05,SUNNY,5.7
CITRUS,HUMID,DESERT,81.41753846,170,29.03,WINDY,5.2
CITRUS,HUMID,DESERT,81.45061596,170,29.01,RAINY,0.2
CITRUS,HUMID,DESERT,80.88684822,170,29,NORMAL,5.3
CITRUS,HUMID,DESERT,82.05687182,170,28.98,SUNNY,6.8
CITRUS,HUMID,DESERT,80.66385045,168,28.96,WINDY,6.3
CITRUS,HUMID,DESERT,80.30025587,170,28.94,RAINY,0.3
CITRUS,HUMID,DESERT,82.7883708,169,28.93,NORMAL,6.2
CITRUS,HUMID,DESERT,80.41817957,170,28.91,SUNNY,7.7
CITRUS,HUMID,DESERT,80.1923008,170,28.89,WINDY,7.2
CITRUS,HUMID,DESERT,83.58760316,170,28.88,RAINY,0.5
CITRUS,HUMID,DESERT,80.47476396,168,28.86,NORMAL,7.4
CITRUS,HUMID,DESERT,83.11713476,170,28.84,SUNNY,8.9
CITRUS,HUMID,DESERT,80.97384195,170,28.83,WINDY,8.4
CITRUS,HUMID,DESERT,82.67839517,170,28.82,RAINY,0.8
CITRUS,HUMID,SEMI ARID,81.33265073,170,28.8,NORMAL,3.7
CITRUS,HUMID,SEMI ARID,80.52389148,170,28.79,SUNNY,5.2
CITRUS,HUMID,SEMI ARID,84.04403589,170,28.77,WINDY,4.7
CITRUS,HUMID,SEMI ARID,80.54498576,169,28.76,RAINY,0.1
CITRUS,HUMID,SEMI ARID,84.49774397,170,28.74,NORMAL,4.6
CITRUS,HUMID,SEMI ARID,80.64416466,169,28.73,SUNNY,6.1
CITRUS,HUMID,SEMI ARID,84.94375962,169,28.71,WINDY,5.6
CITRUS,HUMID,SEMI ARID,80.33127223,170,28.7,RAINY,0.2
CITRUS,HUMID,SEMI ARID,82.73685569,170,28.82,NORMAL,5.5
CITRUS,HUMID,SEMI ARID,81.63895217,169,29.1,SUNNY,7
CITRUS,HUMID,SEMI ARID,83.88266234,170,29.26,WINDY,6.5
CITRUS,HUMID,SEMI ARID,82.1480873,230,29.52,RAINY,0.3
CITRUS,HUMID,SEMI ARID,81.17734011,432,29.71,NORMAL,6.6
CITRUS,HUMID,SEMI ARID,83.15250801,357,29.85,SUNNY,8.1
CITRUS,HUMID,SEMI ARID,82.95221726,302,29.95,WINDY,7.6
CITRUS,HUMID,SEMI ARID,83.7287574,263,30.01,RAINY,0.5
CITRUS,HUMID,SEMI HUMID,82.06719137,232,30.06,NORMAL,3.1
CITRUS,HUMID,SEMI HUMID,83.52842314,235,30.09,SUNNY,4.6
CITRUS,HUMID,SEMI HUMID,80.14509262,396,30.1,WINDY,4.1
CITRUS,HUMID,SEMI HUMID,84.81360127,330,30.1,RAINY,0.1
CITRUS,HUMID,SEMI HUMID,82.36698992,284,30.09,NORMAL,4.2
CITRUS,HUMID,SEMI HUMID,80.52586088,247,30.07,SUNNY,5.7
CITRUS,HUMID,SEMI HUMID,84.47963372,223,30.06,WINDY,5.2
CITRUS,HUMID,SEMI HUMID,84.59201843,258,30.03,RAINY,0.2
CITRUS,HUMID,SEMI HUMID,80.70960551,258,30,NORMAL,5.1
CITRUS,HUMID,SEMI HUMID,80.41363018,258,29.97,SUNNY,6.6
CITRUS,HUMID,SEMI HUMID,83.06310136,259,29.93,WINDY,6.1
CITRUS,HUMID,SEMI HUMID,80.3477562,257,29.89,RAINY,0.3
CITRUS,HUMID,SEMI HUMID,82.22572988,258,29.85,NORMAL,6
CITRUS,HUMID,SEMI HUMID,81.89918197,258,29.81,SUNNY,7.5
CITRUS,HUMID,SEMI HUMID,83.83625819,257,29.77,WINDY,7
CITRUS,HUMID,SEMI HUMID,84.79352417,258,29.72,RAINY,0.5
CITRUS,HUMID,HUMID,83.47021081,258,29.68,NORMAL,2.3
CITRUS,HUMID,HUMID,82.45432595,257,29.64,SUNNY,3.8
CITRUS,HUMID,HUMID,82.1235421,258,29.62,WINDY,3.3
CITRUS,HUMID,HUMID,80.2389895,257,29.58,RAINY,0.1
CITRUS,HUMID,HUMID,82.20802629,257,29.54,NORMAL,3.33
CITRUS,HUMID,HUMID,83.51827127,259,29.5,SUNNY,4.8
CITRUS,HUMID,HUMID,83.77345559,258,29.46,WINDY,4.3
CITRUS,HUMID,HUMID,80.72886384,258,29.42,RAINY,0.1
CITRUS,HUMID,HUMID,83.29114712,259,29.39,NORMAL,4.33
CITRUS,HUMID,HUMID,82.74835604,258,29.36,SUNNY,5.8
CITRUS,HUMID,HUMID,80.33502926,258,29.32,WINDY,5.3
CITRUS,HUMID,HUMID,82.11124033,257,29.29,RAINY,0.2
CITRUS,HUMID,HUMID,80.28597873,249,29.26,NORMAL,5.33
CITRUS,HUMID,HUMID,80.56887849,259,29.23,SUNNY,6.8
CITRUS,HUMID,HUMID,83.891805,259,29.22,WINDY,6.3
CITRUS,HUMID,HUMID,82.1706881,258,29.19,RAINY,0.3
CITRUS,WET,DESERT,82.84022551,258,29.17,NORMAL,3.33
CITRUS,WET,DESERT,83.00320459,258,29.14,SUNNY,4.8
CITRUS,WET,DESERT,84.56919326,258,29.12,WINDY,4.3
CITRUS,WET,DESERT,81.85872947,258,29.1,RAINY,0.1
